,,"Demographic Information, Households and Race/Ethnicity",,,,,,,,,,,,,,,,,,,,,,,,,Children in Poverty < 18,,,,,,,,,,,,,,,,,,,Teen Pregnancy,,,Substance Abuse Treatment,,,,,Child Abuse and Neglect Related Fatalities (2010-2014),,,Substantiated < 18 (2010-2014),,,Rankings - Larger Numbers Indicate Higher Risk (1=lowest risk),,,,,,,
ZCTA,County Name,Corresponding Counties,Total Population (2010-2014),2010 Child Population (under 18),2011 Child Population (under 18),2012 Child Population (under 18),2013 Child Population (under 18),2014 Child Population (under 18),Child Population (under 18) 5yr,Not Hispanic or Latino,"Non-Hispanic, White Alone","Non-Hispanic, Black or African American Alone","Non-Hispanic, American Indian and Alaska Native Alone","Non-Hispanic, Asian Alone","Non-Hispanic, Native Hawaiian and Pacific Islander Alone","Non-Hispanic, Other Alone","Non-Hispanic, Two or More Races",Hispanic or Latino,"Hispanic or Latino, White Alone","Hispanic or Latino, Black or African American Alone","Hispanic or Latino, American Indian and Alaska Native Alone","Hispanic or Latino, Asian Alone","Hispanic or Latino, Native Hawaiian and Pacific Islander Alone","Hispanic or Latino, Other Alone","Hispanic or Latino, Two or More Races",Total Family Households 5yr,Female-headed Household with Child 5yr,Total Estimated Child Population < 18yrs,Children in Poverty (under 18) 5yr,Average of Child Poverty (under 18) 5yr,Under 5 in poverty (male),5 Years in poverty (male),6 to 11 in Poverty (male),12 to 14 in Poverty (male),15 years in Poverty (male),16 and 17 in Poverty (male),Under 5 in Poverty (female),5 Years in Poverty (female),6 to 11 in Poverty (female),12 to 14 in Poverty (female),15 years in Poverty (female),16 and 17 in Poverty (female),Teen Birth and Married ,No Teen Birth and Married,Teen Birth and Unmarried (15-19yrs),No Teen Birth and Unmarried,Number of Teen Births (15-19yrs); 2008-2012 American Community Survey,Total Female Population (15-19yrs); 2008-2012 American Community Survey,Average Teen Birth(15-19yrs); 2008-2012 American Community Survey,Unique Clients Admitted for Substance Abuse Treatment (*=suppressed),Number of state funded substance abuse service types utilized by individuals,Drug- Related Offenses,Domestic Violence Offenses,Average Substance Abuse Treatment; 2008-2012 American Community Survey,Child Abuse and Neglect Fatalities 5yr,Aggregated Child Population Estimate (2010 - 2014),Average Child Abuse and Neglect Related Fatalities < 18yrs,Total Number of Substantiated Cases (under 18) ,2010 - 2014 Aggregated Child Population Estimate (under 18) ,Average Number of Substantiated Cases (under 18),Poverty Ranking for Children (under 18) 5yr,Teen Births (15-19) 5yr,Substance Abuse Rating,Child Abuse and Neglect Fatalities 5yr,Substantiated Abuse Rating  (under 18),Mean of Overall Risk Rankings,Overall Risk Ranking
79527,Scurry County,Borden County;Scurry County,170,60,113,106,93,40,82,134,134,0,0,0,0,0,0,111,74,0,0,0,0,37,0,81,0,40,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0.00%,0,0,N/A,N/A,0.00%,0,82,0.00%,5,82,6.07%,1,1,1,1,1313,263.4,232
79528,Kent County,Kent County;Stonewall County,643,138,99,97,135,144,123,558,558,0,0,0,0,0,0,119,107,1,0,0,0,11,0,299,15,144,47,32.64%,22,0,3,0,0,0,14,0,5,3,0,0,0,0,0,10,0,10,0.00%,0,0,N/A,N/A,0.00%,0,123,0.00%,27,123,22.02%,1344,1,1,1,1873,644,867
79528,Stonewall County,Kent County;Stonewall County,643,138,99,97,135,144,123,558,558,0,0,0,0,0,0,119,107,1,0,0,0,11,0,299,15,144,47,32.64%,22,0,3,0,0,0,14,0,5,3,0,0,0,0,0,10,0,10,0.00%,0,0,N/A,N/A,0.00%,0,123,0.00%,27,123,22.02%,1344,1,1,1,1873,644,867
79529,Haskell County,Haskell County;Knox County,1361,343,403,386,406,397,387,898,840,52,0,0,0,0,6,438,337,10,11,0,0,73,7,537,67,397,85,21.41%,4,0,3,14,0,0,9,0,19,11,11,14,0,0,0,75,0,75,0.00%,*,1,N/A,N/A,3.85%,0,387,0.00%,9,387,2.33%,924,1,467,1,407,360,360
79529,Knox County,Haskell County;Knox County,1361,343,403,386,406,397,387,898,840,52,0,0,0,0,6,438,337,10,11,0,0,73,7,537,67,397,85,21.41%,4,0,3,14,0,0,9,0,19,11,11,14,0,0,0,75,0,75,0.00%,*,1,N/A,N/A,3.85%,0,387,0.00%,9,387,2.33%,924,1,467,1,407,360,360
79530,Taylor County,Taylor County,420,104,99,95,77,76,90,382,378,0,0,0,0,0,4,44,18,0,0,0,0,26,0,177,5,76,22,28.95%,0,2,9,3,0,0,2,0,4,2,0,0,0,0,0,6,0,6,0.00%,*,1,N/A,N/A,3.85%,0,90,0.00%,5,90,5.54%,1235,1,467,1,1183,577.4,730
79532,Mitchell County,Mitchell County;Nolan County;Scurry County,873,243,113,146,168,177,169,586,482,42,59,0,0,3,0,395,263,0,0,0,0,118,14,449,3,177,81,45.76%,10,0,15,7,0,6,5,2,23,0,13,0,0,0,0,13,0,13,0.00%,*,3,N/A,N/A,11.54%,0,169,0.00%,19,169,11.22%,1639,1,824,1,1767,846.4,1185
79532,Nolan County,Mitchell County;Nolan County;Scurry County,873,243,113,146,168,177,169,586,482,42,59,0,0,3,0,395,263,0,0,0,0,118,14,449,3,177,81,45.76%,10,0,15,7,0,6,5,2,23,0,13,0,0,0,0,13,0,13,0.00%,*,3,N/A,N/A,11.54%,0,169,0.00%,19,169,11.22%,1639,1,824,1,1767,846.4,1185
79532,Scurry County,Mitchell County;Nolan County;Scurry County,873,243,113,146,168,177,169,586,482,42,59,0,0,3,0,395,263,0,0,0,0,118,14,449,3,177,81,45.76%,10,0,15,7,0,6,5,2,23,0,13,0,0,0,0,13,0,13,0.00%,*,3,N/A,N/A,11.54%,0,169,0.00%,19,169,11.22%,1639,1,824,1,1767,846.4,1185
79533,Haskell County,Haskell County;Jones County;Shackelford County;Throckmorton County,258,98,103,85,33,32,70,321,315,2,0,0,0,0,4,8,7,0,0,0,0,0,1,178,6,32,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,15,0.00%,0,0,N/A,N/A,0.00%,0,70,0.00%,6,70,8.55%,1,1,1,1,1626,326,316
79533,Jones County,Haskell County;Jones County;Shackelford County;Throckmorton County,258,98,103,85,33,32,70,321,315,2,0,0,0,0,4,8,7,0,0,0,0,0,1,178,6,32,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,15,0.00%,0,0,N/A,N/A,0.00%,0,70,0.00%,6,70,8.55%,1,1,1,1,1626,326,316
79533,Shackelford County,Haskell County;Jones County;Shackelford County;Throckmorton County,258,98,103,85,33,32,70,321,315,2,0,0,0,0,4,8,7,0,0,0,0,0,1,178,6,32,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,15,0.00%,0,0,N/A,N/A,0.00%,0,70,0.00%,6,70,8.55%,1,1,1,1,1626,326,316
79533,Throckmorton County,Haskell County;Jones County;Shackelford County;Throckmorton County,258,98,103,85,33,32,70,321,315,2,0,0,0,0,4,8,7,0,0,0,0,0,1,178,6,32,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,15,0.00%,0,0,N/A,N/A,0.00%,0,70,0.00%,6,70,8.55%,1,1,1,1,1626,326,316
79534,Fisher County,Fisher County,119,38,98,62,45,20,53,149,149,0,0,0,0,0,0,51,40,0,0,0,0,11,0,80,0,20,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0.00%,0,0,N/A,N/A,0.00%,0,53,0.00%,4,53,7.60%,1,1,1,1,1531,307,278
79535,Nolan County,Nolan County,54,45,6,13,6,5,15,61,61,0,0,0,0,0,0,17,17,0,0,0,0,0,0,46,0,5,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,15,0.00%,1,15,6.67%,1,N/A,1,1,1424,356.75,355
79536,Jones County,Jones County;Nolan County;Taylor County,4631,1194,1340,935,845,1015,1066,3492,3285,59,0,4,0,0,144,698,329,0,0,0,0,369,0,1699,129,1015,162,15.96%,16,0,13,33,0,22,13,8,57,0,0,0,0,0,0,112,0,112,0.00%,*,7,N/A,N/A,26.92%,0,1066,0.00%,137,1066,12.85%,705,1,1308,1,1812,765.4,1071
79536,Nolan County,Jones County;Nolan County;Taylor County,4631,1194,1340,935,845,1015,1066,3492,3285,59,0,4,0,0,144,698,329,0,0,0,0,369,0,1699,129,1015,162,15.96%,16,0,13,33,0,22,13,8,57,0,0,0,0,0,0,112,0,112,0.00%,*,7,N/A,N/A,26.92%,0,1066,0.00%,137,1066,12.85%,705,1,1308,1,1812,765.4,1071
79536,Taylor County,Jones County;Nolan County;Taylor County,4631,1194,1340,935,845,1015,1066,3492,3285,59,0,4,0,0,144,698,329,0,0,0,0,369,0,1699,129,1015,162,15.96%,16,0,13,33,0,22,13,8,57,0,0,0,0,0,0,112,0,112,0.00%,*,7,N/A,N/A,26.92%,0,1066,0.00%,137,1066,12.85%,705,1,1308,1,1812,765.4,1071
79537,Nolan County,Nolan County,99,27,53,32,21,30,33,92,92,0,0,0,0,0,0,15,15,0,0,0,0,0,0,51,4,30,17,56.67%,0,0,5,5,0,4,0,0,0,3,0,0,0,0,0,5,0,5,0.00%,*,2,N/A,N/A,7.69%,0,33,0.00%,0,33,0.00%,1754,1,684,1,1,488.2,567
79538,Coleman County,Coleman County;Runnels County,226,49,56,65,64,53,57,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,15,53,21,39.62%,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,5,0,5,0.00%,*,2,N/A,N/A,7.69%,0,57,0.00%,2,57,3.48%,1508,1,684,1,674,573.6,725
79538,Runnels County,Coleman County;Runnels County,226,49,56,65,64,53,57,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,15,53,21,39.62%,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,5,0,5,0.00%,*,2,N/A,N/A,7.69%,0,57,0.00%,2,57,3.48%,1508,1,684,1,674,573.6,725
79539,Haskell County,Haskell County,206,32,73,50,41,41,47,163,153,0,0,0,0,0,10,37,11,0,0,0,0,26,0,95,0,41,15,36.59%,8,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,2,0.00%,0,0,N/A,N/A,0.00%,0,47,0.00%,1,47,2.11%,1432,1,1,1,365,360,360
79540,Stonewall County,Stonewall County,64,19,5,0,0,0,5,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,5,0.00%,1,5,20.83%,N/A,N/A,1,1,1868,623.3333333,813
79541,Callahan County,Callahan County;Taylor County,1171,175,193,198,415,443,285,966,966,0,0,0,0,0,0,130,130,0,0,0,0,0,0,312,20,443,18,4.06%,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,285,0.00%,16,285,5.62%,238,N/A,1,1,1206,361.5,365
79541,Taylor County,Callahan County;Taylor County,1171,175,193,198,415,443,285,966,966,0,0,0,0,0,0,130,130,0,0,0,0,0,0,312,20,443,18,4.06%,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,285,0.00%,16,285,5.62%,238,N/A,1,1,1206,361.5,365
79543,Fisher County,Fisher County,1118,310,363,317,340,290,324,852,827,25,0,0,0,0,0,372,232,0,5,0,0,126,9,432,23,290,46,15.86%,0,3,8,0,6,1,6,0,4,14,2,2,0,0,0,25,0,25,0.00%,0,0,N/A,N/A,0.00%,0,324,0.00%,15,324,4.63%,698,1,1,1,990,338.2,331
79544,Haskell County,Haskell County,439,108,49,45,51,68,64,362,324,25,0,0,0,2,11,59,30,0,0,0,0,20,9,199,8,68,17,25.00%,0,0,3,4,0,0,0,3,6,0,0,1,0,0,0,9,0,9,0.00%,*,3,N/A,N/A,11.54%,0,64,0.00%,5,64,7.79%,1076,1,824,1,1550,690.4,966
79545,Fisher County,Fisher County;Nolan County;Scurry County,1855,484,433,446,444,540,469,1098,1093,0,0,5,0,0,0,662,491,0,0,0,0,171,0,659,3,540,147,27.22%,10,0,29,20,0,4,15,0,44,0,25,0,4,6,0,83,4,93,4.30%,*,1,N/A,N/A,3.85%,0,469,0.00%,21,469,4.47%,1174,1123,467,1,941,741.2,1044
79545,Nolan County,Fisher County;Nolan County;Scurry County,1855,484,433,446,444,540,469,1098,1093,0,0,5,0,0,0,662,491,0,0,0,0,171,0,659,3,540,147,27.22%,10,0,29,20,0,4,15,0,44,0,25,0,4,6,0,83,4,93,4.30%,*,1,N/A,N/A,3.85%,0,469,0.00%,21,469,4.47%,1174,1123,467,1,941,741.2,1044
79545,Scurry County,Fisher County;Nolan County;Scurry County,1855,484,433,446,444,540,469,1098,1093,0,0,5,0,0,0,662,491,0,0,0,0,171,0,659,3,540,147,27.22%,10,0,29,20,0,4,15,0,44,0,25,0,4,6,0,83,4,93,4.30%,*,1,N/A,N/A,3.85%,0,469,0.00%,21,469,4.47%,1174,1123,467,1,941,741.2,1044
79546,Fisher County,Fisher County;Scurry County;Stonewall County,1980,447,450,437,405,387,425,1347,1196,100,24,1,0,13,13,585,364,8,0,0,0,170,43,775,23,387,53,13.70%,4,0,3,2,0,3,35,0,4,0,0,2,0,0,0,77,0,77,0.00%,0,0,N/A,N/A,0.00%,0,425,0.00%,54,425,12.70%,601,1,1,1,1808,482.4,560
79546,Scurry County,Fisher County;Scurry County;Stonewall County,1980,447,450,437,405,387,425,1347,1196,100,24,1,0,13,13,585,364,8,0,0,0,170,43,775,23,387,53,13.70%,4,0,3,2,0,3,35,0,4,0,0,2,0,0,0,77,0,77,0.00%,0,0,N/A,N/A,0.00%,0,425,0.00%,54,425,12.70%,601,1,1,1,1808,482.4,560
79546,Stonewall County,Fisher County;Scurry County;Stonewall County,1980,447,450,437,405,387,425,1347,1196,100,24,1,0,13,13,585,364,8,0,0,0,170,43,775,23,387,53,13.70%,4,0,3,2,0,3,35,0,4,0,0,2,0,0,0,77,0,77,0.00%,0,0,N/A,N/A,0.00%,0,425,0.00%,54,425,12.70%,601,1,1,1,1808,482.4,560
79547,Haskell County,Haskell County,791,143,193,222,174,172,181,684,669,10,0,0,0,0,5,56,29,0,0,0,0,26,1,318,18,172,50,29.07%,4,0,3,11,0,2,0,0,19,0,0,11,0,4,0,5,0,9,0.00%,0,0,N/A,N/A,0.00%,0,181,0.00%,9,181,4.98%,1239,1,1,1,1071,462.6,521
79548,Haskell County,Haskell County,233,41,34,48,74,85,56,195,195,0,0,0,0,0,0,32,31,0,0,0,0,0,1,111,16,85,3,3.53%,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0.00%,0,0,N/A,N/A,0.00%,0,56,0.00%,0,56,0.00%,221,1,1,1,1,45,91
79549,Kent County,Kent County;Scurry County,15912,3927,3693,3833,3973,4013,3888,9860,8798,738,45,52,0,48,179,6078,4328,0,80,0,0,1434,236,5457,555,4013,579,14.43%,88,2,98,53,14,43,66,0,77,33,23,82,45,32,24,464,69,565,12.21%,15,4,N/A,N/A,15.38%,0,3888,0.00%,366,3888,9.41%,636,1459,952,1,1680,945.6,1328
79549,Scurry County,Kent County;Scurry County,15912,3927,3693,3833,3973,4013,3888,9860,8798,738,45,52,0,48,179,6078,4328,0,80,0,0,1434,236,5457,555,4013,579,14.43%,88,2,98,53,14,43,66,0,77,33,23,82,45,32,24,464,69,565,12.21%,15,4,N/A,N/A,15.38%,0,3888,0.00%,366,3888,9.41%,636,1459,952,1,1680,945.6,1328
79553,Haskell County,Haskell County;Jones County,3277,837,957,961,894,884,907,2447,2327,120,0,0,0,0,0,1018,652,0,0,0,0,322,44,1430,198,884,341,38.57%,52,0,34,34,17,39,15,14,80,15,0,41,0,0,0,48,0,48,0.00%,*,2,N/A,N/A,7.69%,0,907,0.00%,97,907,10.70%,1482,1,684,1,1739,781.4,1096
79553,Jones County,Haskell County;Jones County,3277,837,957,961,894,884,907,2447,2327,120,0,0,0,0,0,1018,652,0,0,0,0,322,44,1430,198,884,341,38.57%,52,0,34,34,17,39,15,14,80,15,0,41,0,0,0,48,0,48,0.00%,*,2,N/A,N/A,7.69%,0,907,0.00%,97,907,10.70%,1482,1,684,1,1739,781.4,1096
79556,Fisher County,Fisher County;Nolan County,13029,3329,3220,3231,3209,3223,3242,8506,7609,609,38,0,0,0,250,4500,3417,17,25,0,0,898,143,4739,471,3223,702,21.78%,255,0,82,87,20,12,61,25,127,7,0,26,8,0,10,372,18,390,4.62%,21,7,N/A,N/A,26.92%,0,3242,0.00%,454,3242,14.00%,935,1151,1308,1,1832,1045.4,1461
79556,Nolan County,Fisher County;Nolan County,13029,3329,3220,3231,3209,3223,3242,8506,7609,609,38,0,0,0,250,4500,3417,17,25,0,0,898,143,4739,471,3223,702,21.78%,255,0,82,87,20,12,61,25,127,7,0,26,8,0,10,372,18,390,4.62%,21,7,N/A,N/A,26.92%,0,3242,0.00%,454,3242,14.00%,935,1151,1308,1,1832,1045.4,1461
79560,Fisher County,Fisher County;Jones County,69,16,0,0,0,0,3,68,68,0,0,0,0,0,0,7,7,0,0,0,0,0,0,32,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,3,0.00%,3,3,93.75%,N/A,N/A,1,1,1905,635.6666667,847
79560,Jones County,Fisher County;Jones County,69,16,0,0,0,0,3,68,68,0,0,0,0,0,0,7,7,0,0,0,0,0,0,32,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,3,0.00%,3,3,93.75%,N/A,N/A,1,1,1905,635.6666667,847
79561,Fisher County,Fisher County;Nolan County;Taylor County,606,152,151,111,145,133,138,572,553,8,9,0,0,0,2,46,37,0,0,0,0,9,0,244,24,133,38,28.57%,3,13,2,0,0,7,5,0,3,0,0,5,0,0,0,5,0,5,0.00%,*,1,N/A,N/A,3.85%,0,138,0.00%,11,138,7.95%,1217,1,467,1,1574,652,883
79561,Nolan County,Fisher County;Nolan County;Taylor County,606,152,151,111,145,133,138,572,553,8,9,0,0,0,2,46,37,0,0,0,0,9,0,244,24,133,38,28.57%,3,13,2,0,0,7,5,0,3,0,0,5,0,0,0,5,0,5,0.00%,*,1,N/A,N/A,3.85%,0,138,0.00%,11,138,7.95%,1217,1,467,1,1574,652,883
79561,Taylor County,Fisher County;Nolan County;Taylor County,606,152,151,111,145,133,138,572,553,8,9,0,0,0,2,46,37,0,0,0,0,9,0,244,24,133,38,28.57%,3,13,2,0,0,7,5,0,3,0,0,5,0,0,0,5,0,5,0.00%,*,1,N/A,N/A,3.85%,0,138,0.00%,11,138,7.95%,1217,1,467,1,1574,652,883
79562,Taylor County,Taylor County,3876,997,797,1018,817,1012,928,3646,3590,39,0,0,0,0,17,99,79,0,0,0,0,20,0,1412,45,1012,33,3.26%,2,0,0,7,0,7,3,0,14,0,0,0,0,0,0,103,0,103,0.00%,*,1,N/A,N/A,3.85%,0,928,0.00%,46,928,4.96%,215,1,467,1,1067,350.2,346
79563,Taylor County,Taylor County,1253,306,313,317,340,369,329,996,970,23,3,0,0,0,0,204,126,0,0,0,0,76,2,435,51,369,92,24.93%,9,0,15,0,0,6,7,0,36,11,0,8,0,4,0,24,0,28,0.00%,*,2,N/A,N/A,7.69%,0,329,0.00%,38,329,11.55%,1071,1,684,1,1783,708,991
79565,Mitchell County,Mitchell County,260,82,46,65,100,72,73,220,214,0,6,0,0,0,0,74,45,0,0,0,0,17,12,98,1,72,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0.00%,0,0,N/A,N/A,0.00%,0,73,0.00%,1,73,1.37%,1,1,1,1,228,46.4,93
79566,Runnels County,Runnels County;Taylor County,274,53,13,11,10,11,20,258,258,0,0,0,0,0,0,6,6,0,0,0,0,0,0,152,0,11,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,20,0.00%,0,20,0.00%,1,N/A,1,1,1,1,1
79566,Taylor County,Runnels County;Taylor County,274,53,13,11,10,11,20,258,258,0,0,0,0,0,0,6,6,0,0,0,0,0,0,152,0,11,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,N/A,0.00%,0,20,0.00%,0,20,0.00%,1,N/A,1,1,1,1,1
79567,Runnels County,Runnels County;Taylor County,3175,848,890,867,871,905,876,1919,1838,25,17,39,0,0,0,1232,1156,0,16,0,0,53,7,1230,88,905,182,20.11%,16,0,30,18,5,0,57,0,37,13,6,0,0,9,7,32,7,48,14.58%,*,4,N/A,N/A,15.38%,0,876,0.00%,58,876,6.62%,872,1498,952,1,1416,947.8,1332
79567,Taylor County,Runnels County;Taylor County,3175,848,890,867,871,905,876,1919,1838,25,17,39,0,0,0,1232,1156,0,16,0,0,53,7,1230,88,905,182,20.11%,16,0,30,18,5,0,57,0,37,13,6,0,0,9,7,32,7,48,14.58%,*,4,N/A,N/A,15.38%,0,876,0.00%,58,876,6.62%,872,1498,952,1,1416,947.8,1332
79601,Callahan County,Callahan County;Jones County;Shackelford County;Taylor County,27433,3609,3539,3442,3775,3311,3535,21261,16077,3871,165,449,55,250,394,6564,4795,208,68,37,0,1372,84,7465,374,3311,923,27.88%,161,19,124,59,32,15,235,54,90,73,31,30,0,0,14,1616,14,1630,0.86%,81,12,N/A,N/A,46.15%,1,3535,0.03%,572,3535,16.18%,1198,881,1705,1660,1847,1458.2,1853
79601,Jones County,Callahan County;Jones County;Shackelford County;Taylor County,27433,3609,3539,3442,3775,3311,3535,21261,16077,3871,165,449,55,250,394,6564,4795,208,68,37,0,1372,84,7465,374,3311,923,27.88%,161,19,124,59,32,15,235,54,90,73,31,30,0,0,14,1616,14,1630,0.86%,81,12,N/A,N/A,46.15%,1,3535,0.03%,572,3535,16.18%,1198,881,1705,1660,1847,1458.2,1853
79601,Shackelford County,Callahan County;Jones County;Shackelford County;Taylor County,27433,3609,3539,3442,3775,3311,3535,21261,16077,3871,165,449,55,250,394,6564,4795,208,68,37,0,1372,84,7465,374,3311,923,27.88%,161,19,124,59,32,15,235,54,90,73,31,30,0,0,14,1616,14,1630,0.86%,81,12,N/A,N/A,46.15%,1,3535,0.03%,572,3535,16.18%,1198,881,1705,1660,1847,1458.2,1853
79601,Taylor County,Callahan County;Jones County;Shackelford County;Taylor County,27433,3609,3539,3442,3775,3311,3535,21261,16077,3871,165,449,55,250,394,6564,4795,208,68,37,0,1372,84,7465,374,3311,923,27.88%,161,19,124,59,32,15,235,54,90,73,31,30,0,0,14,1616,14,1630,0.86%,81,12,N/A,N/A,46.15%,1,3535,0.03%,572,3535,16.18%,1198,881,1705,1660,1847,1458.2,1853
79602,Callahan County,Callahan County;Taylor County,21885,5528,5562,5519,5586,5763,5592,17112,14842,1333,26,379,21,110,401,4522,3295,143,9,0,0,875,200,7972,581,5763,1160,20.13%,200,59,165,177,57,36,186,28,127,100,0,25,0,0,0,469,0,469,0.00%,60,11,N/A,N/A,42.31%,0,5592,0.00%,538,5592,9.62%,873,1,1648,1,1694,843.4,1181
79602,Taylor County,Callahan County;Taylor County,21885,5528,5562,5519,5586,5763,5592,17112,14842,1333,26,379,21,110,401,4522,3295,143,9,0,0,875,200,7972,581,5763,1160,20.13%,200,59,165,177,57,36,186,28,127,100,0,25,0,0,0,469,0,469,0.00%,60,11,N/A,N/A,42.31%,0,5592,0.00%,538,5592,9.62%,873,1,1648,1,1694,843.4,1181
79603,Taylor County,Taylor County,23877,6874,6332,6810,6988,6832,6767,13625,10939,2137,157,86,22,101,183,10588,7866,80,26,0,0,2197,419,8517,1072,6832,2061,30.17%,416,98,408,68,55,133,263,23,323,158,0,116,0,29,93,612,93,734,12.67%,90,12,N/A,N/A,46.15%,1,6767,0.01%,937,6767,13.85%,1274,1468,1705,1381,1829,1531.4,1891
79605,Taylor County,Taylor County,29903,7274,6897,6999,7018,7434,7124,23092,19594,2344,116,463,0,38,537,6013,4585,87,8,13,0,972,348,11624,1181,7434,1916,25.77%,576,24,312,37,50,24,372,22,293,64,84,58,0,0,57,988,57,1045,5.45%,91,10,N/A,N/A,38.46%,1,7124,0.01%,928,7124,13.03%,1109,1199,1575,1381,1815,1415.8,1816
79606,Taylor County,Taylor County,23879,5298,6314,6026,5632,5744,5803,20357,17975,1127,14,651,0,176,414,3012,1919,74,0,17,0,726,276,9553,356,5744,593,10.32%,137,31,68,0,11,0,56,50,97,44,43,56,0,8,0,705,0,713,0.00%,33,10,N/A,N/A,38.46%,0,5803,0.00%,367,5803,6.32%,473,1,1575,1,1362,682.4,947
79607,Taylor County,Taylor County,3098,985,841,1003,1079,1076,997,2489,1936,323,3,57,0,0,170,578,323,23,10,6,0,146,70,610,39,1076,197,18.31%,15,39,33,0,11,0,35,0,52,0,6,6,0,0,0,64,0,64,0.00%,0,0,N/A,N/A,0.00%,1,997,0.10%,52,997,5.22%,793,1,1,1865,1113,754.6,1063
79699,Taylor County,Taylor County,209,3,0,0,0,10,3,299,208,45,3,43,0,0,0,32,20,0,0,0,0,12,0,0,0,10,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,204,0.00%,0,0,N/A,N/A,0.00%,0,3,0.00%,0,3,0.00%,1,1,1,1,1,1,1
79701,Midland County,Midland County,29065,8501,8376,8755,8885,8453,8594,10603,7784,2359,94,32,0,24,310,18154,14235,90,39,8,0,3322,460,9383,1294,8453,2195,25.97%,361,19,361,261,53,36,248,77,411,118,179,71,0,39,57,1252,57,1348,4.23%,97,11,N/A,N/A,42.31%,0,8594,0.00%,457,8594,5.32%,1114,1120,1648,1,1133,1003.2,1403
79703,Midland County,Midland County,22116,6154,6257,5933,6473,6982,6360,10387,9406,564,31,151,0,0,235,10827,8252,48,120,0,0,2242,165,7201,615,6982,799,11.44%,31,0,228,93,34,39,222,33,50,0,15,54,0,59,12,610,12,681,1.76%,35,11,N/A,N/A,42.31%,1,6360,0.02%,246,6360,3.87%,520,945,1648,1533,781,1085.4,1505
79705,Midland County,Midland County,34407,8414,7771,7894,7834,8429,8068,23608,19516,3409,52,457,5,0,169,9176,7545,137,47,29,0,1143,275,12183,902,8429,992,11.77%,196,104,143,121,0,12,198,37,175,0,0,6,42,41,0,928,42,1011,4.15%,54,9,N/A,N/A,34.62%,2,8068,0.02%,348,8068,4.31%,532,1117,1488,1533,901,1114.2,1530
79706,Midland County,Midland County,21187,5836,4905,5645,6023,6503,5782,11924,11384,268,158,0,0,0,114,8653,7147,108,33,0,0,1309,56,6917,369,6503,348,5.35%,0,0,26,8,8,72,98,80,56,0,0,0,0,16,48,622,48,686,7.00%,36,9,N/A,N/A,34.62%,0,5782,0.00%,259,5782,4.48%,285,1287,1488,1,945,801.2,1134
79707,Midland County,Midland County,35566,8048,9245,8967,9059,8843,8832,27820,23693,2143,138,1121,74,77,574,7561,5932,93,35,0,0,1141,360,13536,1107,8843,973,11.00%,282,13,111,24,47,47,91,0,276,74,0,8,11,72,48,1048,59,1179,5.00%,23,6,N/A,N/A,23.08%,0,8832,0.00%,496,8832,5.62%,499,1172,1209,1,1206,817.4,1155
79713,Borden County,Borden County;Dawson County;Howard County;Martin County,466,197,259,219,206,129,202,410,406,0,1,3,0,0,0,218,186,0,0,0,0,29,3,225,0,129,36,27.91%,0,0,4,0,0,0,3,0,17,12,0,0,0,0,0,7,0,7,0.00%,0,0,N/A,N/A,0.00%,0,202,0.00%,8,202,3.96%,1200,1,1,1,804,401.4,423
